Inlet Pressure (bar),Outlet Pressure (bar),Cold Mass Fraction,Nozzle Diameter (mm),Tube Diameter (mm),Tube Length (mm),L/D Ratio,Reynolds Number,Pressure Ratio,Mach Number,Swirl Number,Turbulence Intensity (%),Shock Angle (deg),Shock Location (mm),Maximum Mach,Minimum Pressure (bar),Shock Length (mm),Number of Shocks,Maximum Temperature (K),Cold Exit Temperature (K),Hot Exit Temperature (K),Pressure Drop (bar),Entropy Generation,Shock Intensity,Vorticity (1/s),Helicity(m/s2),Q-Criterion(1/s2),Turbulent Kinetic Energy(m2/s2),Eddy Dissipation Rate(m2/s3),Circulation(m2/s),Swirl Velocity (m/s),Axial Velocity (m/s),Tangential Velocity (m/s),Radial Pressure Gradient (kPa/m),Vortex Core Radius (mm)
6.61,1.057,0.594,2.695,15.213,185.01,12.161,55698,6.253,1.1,0.766,8.133,32.822,115.704,1.487,0.935,17.349,5,422.115,185.651,443.422,5.681,2.859,2.998,833.18,301.856,32615.454,6.432,21.077,4.269,100.757,142.494,158.448,107.522,2.843
4.507,1.419,0.729,2.589,14.673,297.075,20.246,112221,3.177,0.792,1.397,11.449,33.978,93.469,0.853,1.334,26.641,1,366.422,242.419,386.819,3.326,1.974,1.878,1089.601,682.869,39213.144,10.415,34.648,5.28,119.333,119.323,181.579,91.708,2.832
4.528,1.458,0.491,0.873,12.856,137.363,10.685,60545,3.105,0.801,0.711,10.433,31.427,26.864,0.808,1.354,19.134,1,371.272,238.789,375.668,3.188,1.672,1.84,814.412,273.601,32199.874,8.041,22.604,2.775,92.448,129.425,140.273,83.945,2.44
6.425,1.725,0.525,1,13.149,581.959,44.26,223866,3.725,0.875,1.101,9.733,34.259,196.526,0.992,1.641,26.656,2,377.22,233.13,388.196,5.155,2.478,2.189,1357.745,725.387,45128.568,11.994,41.745,5.912,127.983,133.568,194.293,94.333,2.356
3.433,1.574,0.751,0.908,10.721,151.792,14.158,194916,2.18,0.674,1.46,11.468,33.653,65.128,0.67,1.457,21.439,1,348.511,255.092,365.843,2.345,1.831,1.509,1327.457,805.938,43926.923,12.528,41.526,4.432,127.797,121.142,203.443,89.074,1.79
2.663,1.667,0.74,1.536,13.471,242.303,17.988,196658,1.597,0.56,0.768,3.538,25.072,86.952,0.505,1.553,21.324,1,333.399,262.047,346.678,1.417,1.375,1.168,1212.467,433.666,39671.68,9.197,32.363,5.744,111.713,124.823,175.97,77.027,2.429
4.128,1.777,0.469,1.92,19.439,165.03,8.49,173496,2.323,0.673,1.116,7.788,29.522,32.653,0.559,1.573,25.428,1,346.933,252.487,362.295,2.511,1.72,1.54,1221.826,594.234,40995.387,10.863,33.604,9.147,114.815,125.71,176.424,81.926,3.169
3.723,1.862,0.365,1.971,18.205,144.217,7.922,141549,1.999,0.643,0.655,10.759,24.544,38.993,0.602,1.776,17.473,1,347.979,262.49,352.897,2.3,1.435,1.235,1033.988,272.161,37720.52,9.483,29.528,6.391,107.754,122.093,167.87,76.96,3.225
3.778,1.314,0.436,1.389,9.743,287.426,29.501,62993,2.875,0.735,0.62,7.866,30.793,111.88,0.697,1.239,25.452,1,362.274,246.928,371.125,2.437,1.529,1.705,820.74,229.841,32261.269,6.937,20.526,2.072,96.791,122.947,153.084,84.11,1.499
3.402,1.538,0.433,2.806,8.357,500.329,59.867,102532,2.212,0.653,0.989,11.752,29.364,134.069,0.709,1.486,22.773,1,352.658,253.679,364.707,2.145,1.554,1.306,989.074,395.844,36058.401,10.434,28.911,2.795,108.354,123.33,172.733,80.604,1.566
2.253,1.584,0.372,1.61,19.202,775.28,40.374,60121,1.422,0.512,1.475,2.104,30.907,180.973,0.558,1.485,37.619,1,342.558,269.129,348.578,0.664,0.958,1.161,954.818,611.547,36186.932,7.782,23.882,6.197,104.4,116.413,163.453,86.258,3.579
2.107,1.147,0.361,0.9,14.321,712.89,49.779,189480,1.838,0.584,0.844,5.833,25.431,154.781,0.634,1.096,34.991,1,346.513,262.43,353.763,1.454,1.481,1.111,1207.292,440.654,39183.066,10.289,31.516,6.682,116.363,125.184,180.73,77.001,2.616
7.926,1.89,0.717,1.46,14.454,713.154,49.339,65250,4.195,0.898,1.425,11.751,37.279,242.187,1.053,1.747,38.234,2,388.792,216.169,408.136,6.145,2.232,2.365,941.674,577.958,38168.885,10.723,30.326,3.821,117.078,128.662,186.747,103.506,2.526
4.567,1.371,0.242,1.968,17.369,223.247,12.853,184464,3.33,0.782,1.397,5.175,30.581,81.386,0.791,1.243,24.04,2,375.598,232.489,397.891,3.595,2.072,2.062,1318.633,774.682,44797.185,11.239,34.533,7.52,126.208,120.306,191.209,96.457,3.027
4.306,1.195,0.607,1.698,11.776,285.435,24.238,182296,3.603,0.832,0.605,9.135,31.956,92.905,0.942,1.136,22.168,2,367.648,223.639,384.769,3.316,2.209,1.97,1158.67,348.734,40988.481,9.722,29.458,5.156,110.055,133.655,162.898,86.098,2.342
6.078,1.489,0.304,1.402,13.783,153.475,11.135,131046,4.081,0.923,0.782,1.334,32.442,81.751,1.108,1.31,16.016,2,380.662,222.971,396.423,4.909,2.224,2.214,1065.338,378.299,37715.576,7.204,25.006,4.354,112.185,123.03,178.911,92.984,2.655
3.31,1.742,0.407,1.089,19.624,644.928,32.864,59750,1.9,0.593,1.072,8.643,29.026,166.661,0.54,1.652,28.689,1,346.724,263.298,354.267,1.721,1.157,1.291,878.13,421.351,34081.293,8.298,22.55,6.318,102.73,124.306,157.434,83.893,3.288
7.7,1.493,0.237,2.602,16.066,148.871,9.266,99256,5.159,1.016,0.922,11.281,33.334,97.989,1.209,1.362,14.501,3,389.749,207.214,421.64,6.455,2.654,2.735,946.79,406.466,36747.08,8.567,27.486,4.991,113.278,129.538,180.929,101.097,2.915
6.718,1.483,0.362,2.992,9.845,489.687,49.74,100420,4.53,0.997,0.415,5.21,30.352,172.157,1.133,1.428,25.469,2,383.204,211.486,399.636,5.512,2.24,2.529,829.682,182.273,32606.141,5.716,21.944,3.372,101.553,132.955,165.085,92.043,1.825
2.536,1.071,0.661,1.525,9.599,273.513,28.495,184084,2.368,0.713,1.492,1.234,35.113,103.62,0.867,0.938,22.966,1,358.216,248.044,372.925,1.848,1.695,1.649,1349.297,862.553,43918.565,10.076,34.523,4.509,121.08,129.395,195.089,86.477,1.642
4.505,1.361,0.731,1.64,10.451,270.412,25.874,55023,3.309,0.803,1.203,1.307,32.47,93.049,0.947,1.265,21.828,2,371.292,232.998,374.995,3.237,1.649,1.897,909.849,525.816,36299.076,6.799,21.765,3.248,100.845,124.684,144.262,93.323,1.572
7.275,1.86,0.333,2.16,17.201,793.508,46.133,212395,3.912,0.928,0.825,10.812,29.896,263.995,1.088,1.78,34.878,2,376.851,226.939,393.087,5.775,2.499,2.15,1322.272,546.678,42103.623,11.789,35.925,8.26,119.344,130.21,188.187,91.475,2.66
7.668,1.407,0.478,2.381,11.545,629.746,54.549,197421,5.451,1.033,1.042,8.948,33.792,236.197,1.097,1.238,29.495,3,410.891,201.085,427.055,6.621,2.977,2.746,1265.719,626.167,42036.815,11.245,35.682,5.124,126.194,128.035,193.566,106.706,2.081
4.804,1.328,0.482,1.662,8.257,685.858,83.067,70987,3.617,0.819,0.405,2.174,29.708,218.301,0.927,1.242,27.106,2,366.329,233.187,385.007,3.715,1.775,1.813,793.887,164.279,32794.668,5.493,18.476,1.676,94.164,133.108,143.345,83.492,1.135
5.68,1.454,0.724,2.791,19.33,500.388,25.886,188216,3.907,0.933,0.894,1.6,34.574,161.603,1.032,1.331,28.79,2,374.379,222.781,387.926,4.536,2.262,1.987,1263.016,505.911,42059.758,9.337,30.368,8.285,121.362,134.02,189.598,93.719,3.348
3.002,1.762,0.658,2.032,10.037,709.71,70.712,177072,1.703,0.609,1.417,9.853,29.767,197.305,0.579,1.685,33.316,1,349.567,265.157,356.671,1.446,1.442,1.241,1298.216,821.256,45602.198,12.075,34.995,3.747,122.077,115.531,186.713,83.227,1.901
7.947,1.126,0.508,1.791,8.115,551.843,68.005,194586,7.058,1.191,1.376,9.908,36.725,240.896,1.361,0.996,27.587,5,444.969,166.368,474.405,7.131,3.74,3.44,1337.191,795.504,46304.583,12.277,38.847,3.366,138.602,126.144,217.83,115.639,1.503
3.39,1.196,0.602,2.223,10.846,762.322,70.289,71564,2.833,0.77,0.705,2.326,30.107,202.144,0.732,1.1,32.538,1,355.655,244.401,364.264,2.385,1.473,1.665,907.106,338.25,33527.86,6.221,19.151,2.374,99.952,133.97,160.211,83.468,1.812
7.656,1.951,0.708,2.896,10.82,296.937,27.442,64669,3.923,0.907,0.938,4.317,34.377,98.49,1.013,1.81,27.676,2,379.724,223.523,398.33,5.81,1.897,2.136,923.365,415.147,35138.218,7.013,20.757,4.666,106.325,128.541,163.996,96.238,2.099
5.898,1.175,0.206,2.548,13.064,516.724,39.553,82026,5.017,0.977,1.137,9.58,31.536,195.764,1.242,1.083,32.305,3,405.065,212.254,426.089,4.935,2.541,2.558,983.869,496.987,35814.641,8.691,26.635,4.486,109.157,128.976,170.629,101.571,2.423
5.646,1.568,0.442,0.888,19.045,583.092,30.617,110491,3.602,0.828,0.708,6.78,31.784,165.585,0.875,1.471,25.438,2,372.086,233.117,391.494,4.14,1.893,1.8,981.222,327.822,34767.192,8.149,25.247,6.807,104.689,129.046,160.436,87.419,3.309
5.076,1.579,0.744,1.531,18.55,375.056,20.218,204606,3.214,0.804,0.378,11.522,28.235,117.718,0.843,1.451,24.34,1,363.754,233.878,369.37,3.667,2.083,1.728,1170.877,229.64,40301.11,10.133,34.864,7.184,112.487,127.886,176.228,84.684,3.632
3.384,1.49,0.644,1.835,13.483,715.796,53.09,192343,2.272,0.706,0.907,6.292,29.451,207.661,0.865,1.351,37.084,1,351.859,251.674,354.418,2.3,1.691,1.312,1243.203,487.368,40460.272,10.353,32.332,6.129,117.734,129.028,188.157,82.893,2.497
3.059,1.645,0.526,1.492,12.931,785.862,60.774,233599,1.86,0.584,1.022,8.447,33.095,207.621,0.552,1.57,33.332,1,342.422,261.316,359.193,1.962,1.61,1.3,1336.294,619.856,40811.227,12.213,41.219,6.435,115.086,122.239,180.023,79.625,2.141
3.323,1.23,0.518,2.34,14.66,445.639,30.398,42898,2.702,0.761,0.307,6.608,27.962,117.772,0.791,1.118,25.376,1,353.769,242.529,359.839,2.042,1.288,1.554,689.776,147.384,27612.751,4.96,15.262,4.007,91.298,132.313,141.036,78.189,2.219
3.119,1.553,0.409,2.618,10.921,373.448,34.194,32542,2.009,0.61,0.415,11.373,28.483,119.795,0.601,1.543,27.053,1,336.441,259.886,347.055,1.673,1.071,1.186,698.137,136.362,28065.046,6.206,18.147,2.627,90.511,134.214,145.535,72.785,1.998
6.678,1.372,0.512,2.409,8.626,430.357,49.889,183810,4.866,0.991,0.549,5.385,33.519,174.885,1.05,1.243,29.682,3,394.659,207.876,416.178,5.768,2.649,2.611,1154.917,288.956,38223.365,9.195,29.39,3.995,116.014,132.536,178.193,100.593,1.435
4.101,1.662,0.593,2.977,19.271,696.916,36.165,91443,2.468,0.717,0.718,3.528,27.111,203.342,0.79,1.576,35.095,1,351.302,252.232,358.228,2.622,1.423,1.495,914.87,298.207,34484.854,6.223,22.179,5.867,105.789,130.866,162.445,82.661,3.451
2.347,1.141,0.451,1.4,10.24,551.828,53.887,103497,2.057,0.657,0.949,4.593,25.995,113.046,0.608,1.055,27.639,1,345.069,261.209,355.573,1.485,1.271,1.382,977.337,383.742,35521.236,7.845,25.096,3.69,107.937,113.232,164.646,84.205,1.767
7.815,1.571,0.628,2.725,10.381,131.341,12.652,150296,4.975,0.959,0.653,10.381,33.765,93.24,1.13,1.446,21.11,3,391.083,205.725,420.841,6.56,2.627,2.585,1053.887,280.755,38302.819,10.359,30.28,3.853,118.482,136.135,177.372,97.838,1.409
7.303,1.185,0.717,2.487,13.67,479.519,35.079,52530,6.161,1.108,0.631,6.477,31.653,212.676,1.386,1.004,32.904,5,417.743,178.474,437.44,6.201,2.802,3.004,771.022,232.417,31583.293,5.786,19.692,3.101,101.665,147.219,154.14,103.158,2.383
7.567,1.279,0.293,1.597,13.899,112.11,8.066,171392,5.918,1.104,1.343,4.897,33.291,92.11,1.488,1.142,19.069,5,420.103,187.477,444.306,6.696,3.121,3.045,1306.789,751.863,45779.505,10.932,34.995,5.442,121.084,128.171,187.9,113.549,2.241
7.969,1.219,0.471,2.415,8.221,644.975,78.453,101532,6.539,1.101,0.474,6.987,35.158,232.761,1.26,1.089,31.317,5,419.089,176.711,445.045,7.107,3.047,3.148,900.215,262.034,34606.879,7.022,23.283,2.441,104.598,145.808,163.043,108.974,1.364
3.043,1.183,0.445,1.029,9.775,329.819,33.739,169197,2.573,0.695,0.895,2.466,27.885,115.92,0.798,1.095,26.718,1,348.871,252.085,364.244,2.154,1.773,1.441,1135.455,439.541,39347.159,9.282,31.093,3.737,118.114,118.177,179.206,86.339,1.617
4.377,1.826,0.612,2.537,12.538,430.405,34.328,213481,2.398,0.708,1.443,1.059,30.727,144.574,0.801,1.708,31.729,1,351.014,253.798,374.812,2.972,1.798,1.738,1427.314,901.451,45254.653,10.689,34.6,6.129,125.964,128.012,193.203,85.729,2.226
6.549,1.286,0.35,1.971,16.205,659.075,40.672,67644,5.094,1.018,1.05,4.086,38.363,196.303,1.147,1.17,38.893,3,401.176,204.76,430.289,5.32,2.419,2.697,919.741,425.531,37363.816,7.018,20.043,5.741,108.42,130.293,160.481,103.681,2.945
6.176,1.927,0.584,1.443,10.741,132.514,12.337,234792,3.205,0.778,1.161,7.655,28.663,63.845,0.897,1.865,17.303,1,370.52,244.719,385.466,4.731,2.221,1.859,1392.304,750.507,42800.608,13.14,39.667,5.922,132.045,121.103,213.419,88.166,1.991
2.923,1.48,0.726,2.243,13.076,210.979,16.135,146751,1.976,0.635,0.817,8.828,26.374,63.993,0.765,1.38,18.991,1,351.139,263.309,355.406,1.725,1.512,1.45,1068.911,384.373,35782.15,9.385,30.412,5.221,108.248,120.361,173.651,77.468,1.85
6.895,1.571,0.451,2.212,14.688,378.572,25.774,233044,4.388,0.982,0.324,10.093,30.155,136.592,1.06,1.466,22.303,2,382.046,221.125,402.447,5.883,2.672,2.193,1228.818,170.439,39056.099,10.91,34.925,6.611,114.862,136.983,175.173,90.775,2.918
3.347,1.143,0.747,1.261,18.663,260.948,13.982,75700,2.928,0.733,1.075,11.193,30.613,76.686,0.806,0.991,21.809,1,356.955,243.426,374.63,2.469,1.608,1.854,951.663,472.219,37491.766,9.081,26.292,6.176,109.575,122.77,170.392,91.063,3.001
3.343,1.375,0.796,0.867,11.913,336.531,28.249,163003,2.432,0.712,1.058,5.533,28.987,106.164,0.769,1.269,20.038,1,353.531,251.232,367.156,2.357,1.637,1.605,1164.439,548.98,39522.881,8.927,32.585,4.943,113.305,122.678,172.104,85.169,2.11
5.222,1.798,0.264,1.754,9.603,798.722,83.177,118855,2.905,0.734,0.433,9.146,26.224,219.217,0.83,1.734,33.325,1,361.615,246.763,363.912,3.746,1.685,1.698,942.209,226.933,33419.202,8.043,26.078,3.382,100.823,129.832,160.374,78.227,1.55
5.558,1.367,0.34,2.053,13.871,677.79,48.863,200328,4.064,0.862,0.855,1.821,34.788,210.678,1.044,1.25,34.498,2,378.974,218.707,395.838,4.535,2.356,2.166,1260.362,478.712,41129.394,8.85,31.647,6.189,116.856,129.995,183.699,94.905,2.53
5.481,1.087,0.77,2.729,16.961,718.731,42.376,163299,5.042,0.975,1.398,1.633,35.821,252.978,1.166,0.966,35.039,3,409.211,199.932,427.353,4.644,2.73,2.703,1263.101,778.678,43617.753,9.991,32.02,7.794,125.664,128.092,189.522,105.372,2.645
2.549,1.39,0.775,2.842,9.318,755.938,81.124,138793,1.834,0.605,0.546,2.373,28.611,224.471,0.636,1.314,27.885,1,339.171,260.126,342.651,1.471,1.197,1.136,991.848,210.972,33990.007,7.204,25.595,3.258,104.451,122.002,158.003,73.805,1.971
7.265,1.845,0.259,1.963,13.096,338.655,25.859,230856,3.937,0.92,0.853,5.934,32.178,131.484,0.96,1.698,28.857,2,381.992,227.444,391.769,5.883,2.455,2.255,1330.871,530.06,42966.358,10.564,35.338,5.853,127.282,132.484,197.009,92.982,2.26
3.594,1.796,0.209,2.458,8.213,307.954,37.494,112965,2.001,0.623,0.853,3.324,29.464,84.632,0.636,1.721,18.929,1,351.986,261.937,351.414,2.184,1.377,1.321,992.712,379.145,35781.58,7.013,23.978,2.984,107.325,123.356,171.891,77.907,1.553
2.777,1.175,0.297,1.766,8.403,263.844,31.4,78395,2.363,0.7,1.273,4.156,33.363,69.463,0.684,1.062,18.515,1,347.918,255.905,371.851,1.605,1.397,1.502,1021.975,567.783,37308.122,7.827,25.487,2.888,109.03,122.146,167.48,88.09,1.314
7.332,1.673,0.798,2.441,13.795,681.082,49.37,163782,4.383,0.934,1.289,8.127,32.371,205.419,0.974,1.55,29.045,2,395.383,208.407,418.138,6.037,2.487,2.379,1239.647,698.326,40956.386,11.899,32.405,6.712,127.662,127.691,203.106,102.663,2.777
7.734,1.221,0.308,1.251,11.578,575.686,49.721,167286,6.337,1.103,1.211,4.944,36.606,246.083,1.315,1.067,28.819,5,425.792,184.993,453.81,6.896,3.189,3.207,1254.799,669.817,43962.87,10.747,31.457,4.871,126.953,130.62,198.02,115.946,1.773
7.173,1.218,0.502,1.616,18.141,265.32,14.625,126600,5.888,1.093,0.739,7.131,35.468,136.206,1.342,1.082,20.317,3,409.572,190.191,440.727,6.147,2.906,2.933,1018.6,375.456,36769.582,8.524,25.821,7.897,105.783,137.192,160.633,107.929,2.717
6.857,1.874,0.709,2.195,15.226,363.896,23.9,137054,3.659,0.886,0.386,5.536,33.272,141.68,1.018,1.792,22.026,2,369.323,227.905,382.88,5.18,1.95,2.086,982.591,167.365,32090.03,7.617,26.063,6.056,106.553,132.39,163.485,84.963,3.002
5.931,1.25,0.212,0.84,13.447,454.698,33.814,241101,4.746,1.013,0.719,2.859,36.929,163.239,1.072,1.133,20.027,3,399.393,215.648,404.791,5.137,2.731,2.564,1349.655,461.826,43477.978,10.496,34.217,5.786,124.232,126.369,195.088,94.404,2.164
5.305,1.263,0.563,2.389,12.895,469.698,36.424,191190,4.2,0.954,1.116,1.814,34.052,152.742,1.007,1.194,27.949,2,392.09,216.769,402.206,4.293,2.442,2.403,1314.64,609.321,43748.825,9.554,33.51,6.559,124.377,133.695,196.149,95.525,2.274
2.522,1.001,0.366,2.638,13.967,722.109,51.701,54332,2.52,0.703,1.143,3.599,33.285,203.959,0.791,0.923,33.56,1,348.795,250.995,367.932,1.747,1.364,1.599,879.243,398.885,36033.016,6.531,21.016,4.235,109.105,122.979,172.839,89.832,2.791
4.451,1.871,0.717,1.678,8.485,366.396,43.18,76668,2.379,0.714,1.458,1.635,27.065,103.754,0.777,1.772,30.751,1,354.326,252.288,370.403,2.949,1.357,1.529,1042.113,698.423,39516.176,8.062,26.162,3.378,113.405,119.689,176.634,92.381,1.403
4.236,1.793,0.37,1.785,18.714,735.967,39.328,244626,2.363,0.672,0.844,7.805,32.544,178.344,0.764,1.7,34.546,1,354.752,251.944,361.717,2.905,1.808,1.505,1386.309,489.577,43297.438,11.503,38.723,9.868,125.299,125.5,195.996,84.351,3.395
3.559,1.627,0.612,2.673,19.98,408.957,20.469,189822,2.187,0.681,1.059,9.753,28.96,135.931,0.802,1.47,23.459,1,349.863,249.732,359.688,2.26,1.759,1.265,1246.592,580.909,40627.518,11.915,36.893,8.33,123.847,118.948,200.989,81.843,3.728
6.341,1.75,0.605,2.506,10.178,622.461,61.158,231309,3.623,0.895,0.947,4.737,32.045,184.591,1.033,1.617,27.539,2,374.605,226.498,388.763,4.948,2.31,2.079,1357.169,564.438,42841.104,10.451,37.092,4.603,125.729,134.708,204.508,95.099,1.81
4.975,1.152,0.333,1.434,9.445,751.178,79.535,96849,4.319,0.89,0.481,5.258,31.481,255.374,0.992,1.042,34.049,2,376.269,219.408,402.154,3.929,2.16,2.156,884.138,218.261,34773.273,6.219,21.516,3.299,102.294,137.671,158.745,90.66,1.946
2.486,1.447,0.221,1.513,9.723,735.303,75.626,193210,1.719,0.586,0.853,9.978,28.144,202.734,0.579,1.357,34.074,1,336.489,266.55,342.597,1.379,1.474,1.095,1209.201,455.243,39563.267,11.525,34.987,3.932,117.666,116.117,175.311,77.958,1.866
3.321,1.351,0.446,2.294,15.932,139.867,8.779,187080,2.458,0.716,0.954,3.449,30.799,25.633,0.875,1.255,16.85,1,348.347,252.139,368.727,2.441,1.69,1.496,1230.163,543.932,38981.626,9.506,32.12,5.747,119.597,121.317,185.892,85.303,2.66
6.1,1.094,0.374,2.039,15.937,243.993,15.31,94831,5.577,1.084,1.441,2.311,39.948,112.638,1.514,0.969,22.619,3,408.174,194.655,437.631,5.451,2.694,2.963,1111.042,674.592,40702.668,8.232,25.758,6.679,122.993,133.696,191.103,113.849,2.972
2.457,1.486,0.685,1.157,18.175,433.834,23.87,151179,1.653,0.56,0.74,6.512,26.909,101.273,0.577,1.42,30.777,1,332.124,260.824,353.516,1.215,1.235,1.102,1067.38,368.041,36813.683,9.12,29.864,6.975,105.044,121.863,157.768,76.533,3.242
7.107,1.921,0.68,1.482,17.022,402.088,23.622,168031,3.7,0.906,1.476,8.108,32.609,121.685,1.049,1.824,24.526,2,377.654,228.365,397.858,5.45,2.238,2.259,1297.188,834.662,41777.336,11.938,38.139,7.717,125.688,125.315,195.314,101.365,3.014
4.971,1.04,0.474,2.78,13.396,548.624,40.953,135848,4.779,0.995,0.951,7.596,37.371,219.225,1.215,0.913,24.036,3,392.493,209.677,414.636,4.109,2.547,2.527,1104.585,437.605,40031.996,9.488,29.465,5.242,111.578,134.006,168.767,99.892,2.449
4.884,1.291,0.564,2.314,15.354,761.296,49.582,211979,3.781,0.846,0.591,8.853,31.566,226.824,0.952,1.208,37.036,2,370.606,229.337,388.031,4.052,2.367,2.014,1216.312,318.246,39997.54,10.639,35.324,7.656,121.281,123.156,189.493,88.156,2.93
5.554,1.208,0.563,2.969,16.259,178.683,10.99,213231,4.6,0.919,0.53,1.624,34.991,106.462,1.164,1.123,21.085,2,392.178,210.46,405.675,4.801,2.533,2.237,1211.783,261.804,38367.114,9.133,31.631,7.402,111.127,129.638,174.626,92.918,2.718
6.948,1.238,0.696,2.487,14.153,416.301,29.415,217132,5.612,1.096,0.47,5.71,34.762,181.202,1.388,1.139,21.665,3,402.082,187.357,431.526,6.152,2.978,2.715,1209.172,235.244,39957.978,9.823,30.322,5.559,121.633,136.718,190.639,97.623,2.795
4.087,1.908,0.455,2.872,13.708,234.688,17.121,206753,2.141,0.631,0.844,3.624,26.297,67.747,0.667,1.863,21.673,1,352.686,250,357.065,2.556,1.615,1.366,1251.491,454.539,40477.34,10.309,33.791,6.066,118.981,125.229,188.377,74.516,2.691
6.068,1.468,0.365,1.276,15.741,725.875,46.113,137378,4.133,0.882,0.326,9.35,31.181,227.392,0.981,1.409,30.681,2,375.728,221.472,398.799,4.984,2.284,2.173,968.326,193.24,36419.173,9.25,26.971,5.928,100.315,125.235,157.366,89.932,2.697
5.394,1.466,0.359,2.497,14.69,775.206,52.772,113916,3.679,0.87,0.834,10.6,29.803,250.495,0.846,1.324,36.182,2,376.318,231.291,392.802,4.217,2.025,2.026,999.25,388.291,37734.954,9.267,26.778,5.72,105.304,130.139,166.375,90.293,2.971
3.602,1.761,0.522,0.844,15.727,435.091,27.665,212902,2.046,0.65,1.486,4.095,31.763,101.374,0.712,1.646,31.2,1,353.574,258.301,362.971,2.325,1.698,1.513,1396.617,926.953,46650.477,11.395,36.132,6.937,129.988,116.115,206.649,88.641,2.752
7.272,1.154,0.469,2.276,15.354,172.807,11.255,137844,6.299,1.15,1.104,2.047,36.071,148.161,1.418,1.018,20.391,5,420.826,181.172,453.312,6.423,3.063,3.096,1145.977,573.594,41161.583,8.872,28.379,5.908,119.548,138.286,183.532,113.537,2.844
6.785,1.487,0.464,1.832,16.63,649.706,39.067,84201,4.562,0.951,1.212,3.788,31.022,195.09,1.041,1.427,35.296,2,392.917,209.401,419.685,5.451,2.336,2.512,1017.343,589.784,37460.89,7.709,26.198,5.355,114.513,132.065,176.919,101.789,2.865
5.951,1.43,0.255,1.563,15.714,587.999,37.42,141615,4.161,0.943,0.443,2.144,29.463,203.24,0.979,1.327,26.787,2,377.321,217.39,399.491,4.747,2.149,2.128,1003.088,255.727,35099.221,7.054,23.998,5.837,99.683,141.544,153.088,91.332,2.979
7.103,1.597,0.631,2.697,14.237,348.27,24.462,61206,4.448,0.994,0.868,4.547,37.811,113.728,1.19,1.453,20.125,2,390.236,215.984,409.397,5.671,2.168,2.335,916.516,345.062,34695.832,6.646,20.429,4.113,104.327,128.187,158.726,98.694,2.448
7.204,2,0.328,2.679,16.182,721.185,44.568,182158,3.603,0.835,0.643,6.92,31.066,211.094,0.8,1.92,39.42,2,370.768,231.843,388.672,5.602,2.219,1.9,1138.553,338.687,38581.04,9.252,33.677,7.226,110.827,126.604,170.588,86.037,2.925
6.25,1.769,0.318,0.849,13.394,783.082,58.466,103902,3.532,0.863,1.373,11.71,33.495,233.521,0.976,1.66,35.952,2,374.317,232.783,389.574,4.734,2.142,2.081,1091.738,641.665,39917.266,10.258,31.754,5.766,121.365,125.099,191.456,99.267,1.846
7.022,1.398,0.448,2.141,10.9,490.498,45,87344,5.023,1.052,0.518,5.393,36.318,176.496,1.296,1.291,30.38,3,396.073,201.372,427.013,5.674,2.347,2.623,887.121,226.027,35707.44,5.541,20.179,3.261,103.647,143.054,163.561,98.103,1.852
6.185,1.828,0.337,1.609,8.017,496.01,61.87,240431,3.384,0.843,0.85,3.42,30.728,155.474,0.968,1.719,31.229,2,370.779,233.492,386.771,4.865,2.158,1.957,1347.016,552.126,42561.852,10.649,35.568,3.147,122.757,130.243,183.496,87.144,1.305
6.081,1.171,0.55,1.714,14.72,308.259,20.942,200913,5.194,1.044,1.006,2.835,34.37,116.896,1.199,1.075,22.3,3,410.952,202.238,428.851,5.287,2.902,2.707,1335.017,584.384,41128.081,10.185,35.571,6.483,129.005,133.701,206.82,102.129,2.241
5.712,1.03,0.423,2.63,15.088,509.154,33.746,203155,5.543,1.03,0.917,2.903,36.011,181.309,1.137,0.886,31.325,3,409.212,197.7,432.829,5.017,3.03,2.877,1282.445,500.242,40905.129,9.816,32.429,6.998,121.937,138.468,192.391,102.316,2.842
6.516,1.204,0.469,1.482,19.665,407.75,20.735,167218,5.41,1.05,1.296,3.119,34.988,173.905,1.296,1.058,28.416,3,410.386,198.369,425.39,5.705,2.837,2.997,1277.642,704.366,42305.073,9.723,31.698,9.22,125.692,129.551,195.733,109.682,3.424
2.952,1.34,0.522,2.875,12.338,311.534,25.25,214618,2.202,0.672,0.578,9.385,26.881,85.753,0.78,1.248,18.592,1,347.128,260.323,354.316,2.055,1.573,1.336,1218.731,309.359,38412.264,10.825,35.676,5.244,115.029,130.214,172.77,76.993,1.84
